cod_mun,nom_mun,sig_uf,regiao,tx_aprov_ef_1,saeb_mat_ef_1,saeb_port_ef_1,ideb_ef_1,tx_aprov_ef_2,saeb_mat_ef_2,saeb_port_ef_2,ideb_ef_2,tx_aprov_em,saeb_mat_em,saeb_port_em,ideb_em,populacao,exp_vida,analfabetismo,tx_pobreza,pib_per_capita,mortalidade_inf,maternidade_inf,type,num_operadoras,0_a_2_mbs,2.5_a_5_mbs,6_a_10_mbs,11_a_15_mbs,15_a_25_mbs,acima_25_mbs
3513702,DESCALVADO,SP,SUDESTE,94.6,242.58,224.57,6.4,95.9,284.54,278.46,5.5,94.2,288.24,291.71,4.8,31056,76.92,5.5,5.24,27.73,8.36,0.56,broadband,4,34.0,0.0,0.0,22.0,0.0,78.0
3513702,DESCALVADO,SP,SUDESTE,94.6,242.58,224.57,6.4,95.9,284.54,278.46,5.5,94.2,288.24,291.71,4.8,31056,76.92,5.5,5.24,27.73,8.36,0.56,mobile,1,28.0,0.0,0.0,0.0,0.0,0.0
3513801,DIADEMA,SP,SUDESTE,99.5,237.45,221.37,6.5,97.4,261.28,264.56,5.4,96.6,266.85,277.85,4.4,386089,75.65,4.36,5.51,21.16,12.41,0.27,broadband,45,2479.0,796.0,2086.0,1776.0,1995.0,8059.0
3513801,DIADEMA,SP,SUDESTE,99.5,237.45,221.37,6.5,97.4,261.28,264.56,5.4,96.6,266.85,277.85,4.4,386089,75.65,4.36,5.51,21.16,12.41,0.27,mobile,6,1858.0,140.0,314.0,1112.0,0.0,0.0
3513900,DIVINOLANDIA,SP,SUDESTE,100,232.27,219.25,6.4,91.9,270.63,263.63,5.3,90.3,307.12,303.71,5,11208,75.97,6.32,5.51,15.64,8.62,,broadband,2,0.0,0.0,0.0,14.0,0.0,0.0
3514007,DOBRADA,SP,SUDESTE,100,221.08,203.78,5.9,100,259.3,261.42,5.3,100,247.74,260.58,4.1,7939,74.1,15.11,4.6,7.53,16.67,,broadband,3,4.0,0.0,0.0,0.0,2.0,0.0
3514007,DOBRADA,SP,SUDESTE,100,221.08,203.78,5.9,100,259.3,261.42,5.3,100,247.74,260.58,4.1,7939,74.1,15.11,4.6,7.53,16.67,,mobile,1,4.0,0.0,0.0,0.0,0.0,0.0
3514106,DOIS CORREGOS,SP,SUDESTE,100,244.67,224.69,6.7,99.7,265.74,257.88,5.4,99.5,251.36,255.07,4,24761,76.17,8.26,5.37,16.99,11.98,0.3,broadband,2,2.0,0.0,0.0,0.0,0.0,132.0
3514106,DOIS CORREGOS,SP,SUDESTE,100,244.67,224.69,6.7,99.7,265.74,257.88,5.4,99.5,251.36,255.07,4,24761,76.17,8.26,5.37,16.99,11.98,0.3,mobile,2,24.0,0.0,32.0,0.0,0.0,0.0
3514205,DOLCINOPOLIS,SP,SUDESTE,92.3,240.25,231.46,6.4,96.8,308.23,277.19,6.1,93.4,304.88,296.01,5.1,2096,74.5,12.23,2.37,13.45,,,broadband,2,0.0,0.0,0.0,0.0,10.0,0.0
3514403,DRACENA,SP,SUDESTE,99.2,246.07,223.47,6.6,90.1,275.5,263.47,5.4,92.8,288.71,285.46,4.7,43258,75.51,5.88,2.4,16.15,10.18,0.41,broadband,4,0.0,0.0,22.0,0.0,96.0,46.0
3514403,DRACENA,SP,SUDESTE,99.2,246.07,223.47,6.6,90.1,275.5,263.47,5.4,92.8,288.71,285.46,4.7,43258,75.51,5.88,2.4,16.15,10.18,0.41,mobile,1,14.0,0.0,0.0,0.0,0.0,0.0
3514502,DUARTINA,SP,SUDESTE,99.2,251.32,228.83,6.9,96.4,261.02,264.15,5.3,94.6,ND,ND,-,12251,75.24,6.86,4.24,11.38,6.8,0.68,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
3514601,DUMONT,SP,SUDESTE,100,250.76,223.14,6.8,98.4,259.49,258.73,5.3,98,269.69,284.66,4.6,8143,75.91,7.21,0.85,16.74,0.0,,broadband,3,20.0,0.0,0.0,16.0,0.0,60.0
3514601,DUMONT,SP,SUDESTE,100,250.76,223.14,6.8,98.4,259.49,258.73,5.3,98,269.69,284.66,4.6,8143,75.91,7.21,0.85,16.74,0.0,,mobile,1,0.0,0.0,16.0,0.0,0.0,0.0
3514700,ECHAPORA,SP,SUDESTE,100,271.47,246.59,7.6,89.2,244.15,238.56,4.5,87.8,ND,ND,-,6318,75.01,9.8,6.25,13.62,24.69,,mobile,1,0.0,0.0,10.0,0.0,0.0,0.0
3514908,ELIAS FAUSTO,SP,SUDESTE,97.9,248.49,230.69,6.7,95.2,261.21,259.73,5.2,92.7,282.9,284.78,4.6,15775,74.32,7.41,4.87,22.89,14.42,0.48,broadband,5,4.0,0.0,4.0,0.0,4.0,38.0
3514924,ELISIARIO,SP,SUDESTE,97.7,286.74,267.43,8.3,98,292.15,280.31,6.1,100,287.28,287.44,5,3120,74.51,9.82,1.4,11.9,0.0,,broadband,2,0.0,0.0,0.0,0.0,0.0,8.0
3515004,EMBU,SP,SUDESTE,99.7,226.22,213.79,6.1,89.9,257.21,261.53,5,89.3,272.17,279.33,4.2,240230,75.33,4.96,7.05,25.12,11.41,0.37,broadband,40,2181.0,674.0,1775.0,743.0,3424.0,3417.0
3515004,EMBU,SP,SUDESTE,99.7,226.22,213.79,6.1,89.9,257.21,261.53,5,89.3,272.17,279.33,4.2,240230,75.33,4.96,7.05,25.12,11.41,0.37,mobile,8,1346.0,98.0,146.0,802.0,0.0,0.0
3515103,EMBU-GUACU,SP,SUDESTE,100,235.27,219.58,6.4,99.2,257.48,255.2,5.2,96.1,277.2,277.41,4.5,62769,75.01,6.07,8.98,10.42,5.95,0.1,broadband,10,21.0,32.0,0.0,0.0,54.0,40.0
3515103,EMBU-GUACU,SP,SUDESTE,100,235.27,219.58,6.4,99.2,257.48,255.2,5.2,96.1,277.2,277.41,4.5,62769,75.01,6.07,8.98,10.42,5.95,0.1,mobile,1,46.0,8.0,0.0,0.0,0.0,0.0
3515152,ENGENHEIRO COELHO,SP,SUDESTE,95.6,243.71,224.42,6.3,95,256.77,254.83,5,89.1,275.62,278.39,4.2,15721,73.87,8.78,5.92,15.32,7.35,0.74,broadband,6,0.0,0.0,0.0,8.0,23.0,18.0
3515186,ESPIRITO SANTO DO PINHAL,SP,SUDESTE,99.7,242.74,225.4,6.6,94.4,266.04,266.89,5.3,92.5,293.91,291.68,4.8,41907,77.31,5.71,2.94,20.01,4.18,0.42,broadband,6,42.0,0.0,18.0,0.0,0.0,240.0
3515186,ESPIRITO SANTO DO PINHAL,SP,SUDESTE,99.7,242.74,225.4,6.6,94.4,266.04,266.89,5.3,92.5,293.91,291.68,4.8,41907,77.31,5.71,2.94,20.01,4.18,0.42,mobile,1,32.0,0.0,0.0,0.0,0.0,0.0
3515202,ESTRELA D'OESTE,SP,SUDESTE,89.2,262.67,235.79,6.9,96.6,276.23,253.17,5.4,97.7,289.14,280.13,4.8,8208,77.4,8.21,4.95,45.36,18.35,0.92,mobile,1,0.0,0.0,0.0,2.0,0.0,0.0
3515301,ESTRELA DO NORTE,SP,SUDESTE,100,232.08,209.23,6.2,100,256.94,244.21,5,95.9,276.82,279.67,4.5,2658,74.1,9.33,3.82,20.02,,,broadband,3,0.0,0.0,4.0,0.0,0.0,0.0
3515400,FARTURA,SP,SUDESTE,99.5,266.46,241.82,7.4,94.2,280.47,268.78,5.7,96.7,306.39,298.72,5.3,15320,77.02,6.3,6.9,14.8,0.0,1.69,broadband,4,27.0,1.0,13.0,0.0,1.0,49.0
3515509,FERNANDOPOLIS,SP,SUDESTE,94.9,248.75,223.48,6.5,96.8,267.29,261.56,5.4,96.2,290.47,289.24,4.9,64696,77.31,5.91,2.46,19.18,17.65,0.5,broadband,6,10.0,0.0,12.0,18.0,0.0,220.0
3515509,FERNANDOPOLIS,SP,SUDESTE,94.9,248.75,223.48,6.5,96.8,267.29,261.56,5.4,96.2,290.47,289.24,4.9,64696,77.31,5.91,2.46,19.18,17.65,0.5,mobile,1,26.0,0.0,0.0,0.0,0.0,0.0
3515707,FERRAZ DE VASCONCELOS,SP,SUDESTE,99,226.95,216.27,6.1,90.3,253.63,257.03,4.9,89.3,267.7,275.81,4.1,168306,74.65,4.91,7.58,10.16,11.03,0.48,broadband,34,755.0,276.0,553.0,804.0,1391.0,3165.0
3515707,FERRAZ DE VASCONCELOS,SP,SUDESTE,99,226.95,216.27,6.1,90.3,253.63,257.03,4.9,89.3,267.7,275.81,4.1,168306,74.65,4.91,7.58,10.16,11.03,0.48,mobile,6,370.0,186.0,192.0,144.0,0.0,0.0
3515905,FLOREAL,SP,SUDESTE,100,296.44,249.35,8.2,100,282.87,271.12,5.9,100,298.25,282.21,5.1,3003,73.49,8.79,2.41,12.21,0.0,,broadband,2,0.0,0.0,0.0,0.0,0.0,16.0
3516002,FLORIDA PAULISTA,SP,SUDESTE,100,249.54,232.85,6.8,94.2,266.66,253.44,5.2,93.1,249.88,257.68,3.8,12848,73.44,10.22,6.0,8.83,23.08,2.31,broadband,3,2.0,0.0,24.0,0.0,0.0,0.0
3516200,FRANCA,SP,SUDESTE,99.4,258.91,238.96,7.1,95.2,276.81,271.7,5.6,92,284.67,285.46,4.5,318640,75.5,3.44,3.34,18.66,8.8,0.22,broadband,10,392.0,247.0,335.0,189.0,339.0,1699.0
3516200,FRANCA,SP,SUDESTE,99.4,258.91,238.96,7.1,95.2,276.81,271.7,5.6,92,284.67,285.46,4.5,318640,75.5,3.44,3.34,18.66,8.8,0.22,mobile,5,262.0,26.0,0.0,186.0,0.0,0.0
3516309,FRANCISCO MORATO,SP,SUDESTE,99.5,227.73,212.32,6.1,95.9,251.36,254.99,5,93.1,262.3,271.21,4.1,154472,73.91,6.94,9.32,5.36,10.93,0.48,broadband,13,472.0,247.0,195.0,209.0,312.0,1485.0
3516309,FRANCISCO MORATO,SP,SUDESTE,99.5,227.73,212.32,6.1,95.9,251.36,254.99,5,93.1,262.3,271.21,4.1,154472,73.91,6.94,9.32,5.36,10.93,0.48,mobile,5,150.0,0.0,30.0,382.0,0.0,0.0
3516408,FRANCO DA ROCHA,SP,SUDESTE,99.7,216.75,205.26,5.8,96,252.18,256.51,5,96,263.78,273.62,4.3,131604,76.09,5.97,6.83,11.06,14.24,0.43,broadband,12,345.0,306.0,108.0,73.0,339.0,898.0
3516408,FRANCO DA ROCHA,SP,SUDESTE,99.7,216.75,205.26,5.8,96,252.18,256.51,5,96,263.78,273.62,4.3,131604,76.09,5.97,6.83,11.06,14.24,0.43,mobile,5,90.0,0.0,4.0,94.0,0.0,0.0
3516705,GARCA,SP,SUDESTE,99.8,231.32,217.43,6.2,98.7,259.17,256.62,5.2,94.5,267.74,275.52,4.3,43115,75.93,7.33,6.94,16.26,16.98,0.94,broadband,8,62.0,24.0,26.0,0.0,4.0,216.0
3516705,GARCA,SP,SUDESTE,99.8,231.32,217.43,6.2,98.7,259.17,256.62,5.2,94.5,267.74,275.52,4.3,43115,75.93,7.33,6.94,16.26,16.98,0.94,mobile,3,62.0,0.0,20.0,0.0,0.0,0.0
3516853,GAVIAO PEIXOTO,SP,SUDESTE,98.8,235.01,218.18,6.4,100,236.73,223.55,4.2,96.3,264.51,263.4,4.2,4419,73.14,8.83,7.38,121.14,14.49,,broadband,2,0.0,0.0,0.0,0.0,0.0,8.0
3516903,GENERAL SALGADO,SP,SUDESTE,95.8,232.28,212.5,6.1,84,268.88,254.87,5.1,96.4,298.11,288.02,5,10669,73.5,8.0,2.29,32.02,8.2,,broadband,3,0.0,0.0,2.0,0.0,0.0,12.0
3517109,GLICERIO,SP,SUDESTE,100,259.21,235.69,7.2,96,272.34,253.13,5.3,100,247.83,249.95,3.9,4565,76.47,8.85,5.82,14.14,0.0,1.72,broadband,2,0.0,0.0,0.0,0.0,0.0,6.0
3517208,GUAICARA,SP,SUDESTE,100,237.85,214.79,6.3,88.4,241.09,240.22,4.4,90.1,268.45,273.52,4.2,10670,76.16,6.76,4.47,10.56,0.0,1.32,broadband,2,0.0,0.0,0.0,0.0,0.0,10.0
3517307,GUAIMBE,SP,SUDESTE,100,236.5,224.45,6.6,96.6,268.81,262.45,5.2,86.9,274.17,285.61,4.2,5425,74.77,11.33,6.49,8.47,11.24,,broadband,2,0.0,0.0,10.0,0.0,0.0,0.0
3517406,GUAIRA,SP,SUDESTE,100,248,231.02,6.9,99.5,260.36,252.79,5.2,97.8,287.95,287.75,4.9,37404,74.46,5.59,4.08,63.34,6.26,0.42,broadband,5,20.0,0.0,0.0,30.0,68.0,224.0
3517505,GUAPIACU,SP,SUDESTE,97.5,231,212.41,6,92.8,273.11,262.48,5.3,93.6,287.66,292.14,4.8,17869,76.93,7.02,3.52,16.59,4.17,,broadband,3,0.0,0.0,0.0,0.0,30.0,2.0
3517604,GUAPIARA,SP,SUDESTE,99.2,223.27,214.38,6.1,99.6,262.61,258.97,5.3,96.7,272.29,270.52,4.4,17998,73.37,12.68,28.17,19.79,36.76,0.74,broadband,3,0.0,0.0,0.0,18.0,24.0,26.0
3517703,GUARA,SP,SUDESTE,100,239.64,220.08,6.5,91.6,249.78,234.35,4.2,94,268.14,259.89,4.1,19858,74.55,9.53,8.09,12.84,4.17,1.67,broadband,3,0.0,0.0,0.0,16.0,10.0,44.0
3517802,GUARACAI,SP,SUDESTE,100,257.55,234.2,7.1,91,268.44,265.11,5.4,93.6,278.65,281.08,4.5,8435,73.2,8.93,7.02,20.31,42.25,,broadband,2,22.0,0.0,0.0,0.0,0.0,0.0
3517901,GUARACI,SP,SUDESTE,99.3,234.51,221.71,6.4,95.7,247.32,245.12,4.7,100,256,265.51,4.3,9976,75.37,8.25,5.7,19.88,16.26,,broadband,2,0.0,0.0,0.0,0.0,0.0,6.0
3518107,GUARANTA,SP,SUDESTE,100,217.77,201.75,5.5,80,242.16,235.9,4.1,79.2,251.16,262.64,3.3,6404,74.93,9.96,5.71,14.68,0.0,1.16,broadband,2,0.0,0.0,0.0,0.0,12.0,0.0
3518206,GUARARAPES,SP,SUDESTE,100,246.02,229.33,6.7,96.3,262.45,255.1,5.2,97,286.17,289.01,4.9,30597,75.39,6.76,3.29,25.28,10.81,0.81,broadband,4,0.0,0.0,61.0,2.0,40.0,86.0
3518305,GUARAREMA,SP,SUDESTE,100,255.79,238.74,7.2,93.3,249.43,254.36,4.9,93.3,271.66,274.61,4.3,25844,74.03,7.17,5.51,33.05,9.85,0.25,broadband,4,87.0,6.0,4.0,2.0,24.0,246.0
3518305,GUARAREMA,SP,SUDESTE,100,255.79,238.74,7.2,93.3,249.43,254.36,4.9,93.3,271.66,274.61,4.3,25844,74.03,7.17,5.51,33.05,9.85,0.25,mobile,3,26.0,0.0,0.0,12.0,0.0,0.0
3518404,GUARATINGUETA,SP,SUDESTE,96.7,245.93,233.3,6.6,92.4,268.87,263.43,5.1,86,295.63,291.66,4.5,112072,78.17,2.91,5.95,23.47,13.79,0.39,broadband,6,127.0,60.0,188.0,46.0,230.0,940.0
3518404,GUARATINGUETA,SP,SUDESTE,96.7,245.93,233.3,6.6,92.4,268.87,263.43,5.1,86,295.63,291.66,4.5,112072,78.17,2.91,5.95,23.47,13.79,0.39,mobile,6,200.0,64.0,70.0,54.0,0.0,0.0
3518503,GUAREI,SP,SUDESTE,97.3,236.26,222.43,6.3,97.9,254.73,261.08,5.1,95.4,262.35,271.95,4.2,14565,73.27,7.67,4.37,8.84,6.58,1.32,broadband,2,0.0,0.0,0.0,0.0,0.0,20.0
3518602,GUARIBA,SP,SUDESTE,99.4,247.81,223.26,6.7,99.2,276.29,261.31,5.5,97.4,281.37,278.21,4.7,35486,73.63,9.91,5.39,20.07,9.96,0.4,broadband,3,0.0,0.0,0.0,0.0,78.0,122.0
3518701,GUARUJA,SP,SUDESTE,98.4,227.28,211.56,6.1,97.6,261.63,260.49,5.2,93,264.35,270.01,4.1,290752,76.23,5.1,7.04,16.75,18.51,0.56,broadband,13,571.0,375.0,577.0,765.0,2032.0,4693.0
3518701,GUARUJA,SP,SUDESTE,98.4,227.28,211.56,6.1,97.6,261.63,260.49,5.2,93,264.35,270.01,4.1,290752,76.23,5.1,7.04,16.75,18.51,0.56,mobile,6,874.0,2.0,142.0,946.0,0.0,0.0
3518800,GUARULHOS,SP,SUDESTE,98.7,234.71,220.86,6.4,94,254.22,257.39,5,91.3,267.84,275.82,4.2,1221979,74.83,4.1,6.5,26.8,11.59,0.38,broadband,56,5576.0,1944.0,3277.0,3051.0,6162.0,26034.0
3518800,GUARULHOS,SP,SUDESTE,98.7,234.71,220.86,6.4,94,254.22,257.39,5,91.3,267.84,275.82,4.2,1221979,74.83,4.1,6.5,26.8,11.59,0.38,mobile,9,2804.0,198.0,368.0,3902.0,0.0,0.0
3519006,HERCULANDIA,SP,SUDESTE,100,242.56,214.26,6.3,98.6,245.06,243.66,4.7,92.7,259.04,256.06,3.9,8696,73.52,9.02,8.78,19.18,0.0,1.92,broadband,2,0.0,0.0,0.0,0.0,18.0,0.0
3519055,HOLAMBRA,SP,SUDESTE,100,254.68,242.31,7.2,95.8,264.47,252.85,5.2,90.9,291.42,294.61,4.7,11299,77.66,5.42,2.86,44.07,0.0,0.45,broadband,8,8.0,8.0,1.0,9.0,1.0,64.0
3519055,HOLAMBRA,SP,SUDESTE,100,254.68,242.31,7.2,95.8,264.47,252.85,5.2,90.9,291.42,294.61,4.7,11299,77.66,5.42,2.86,44.07,0.0,0.45,mobile,1,6.0,0.0,0.0,0.0,0.0,0.0
3519071,HORTOLANDIA,SP,SUDESTE,99.6,252.51,235.45,7,93,255.39,256.75,5,95.4,280.5,285.83,4.7,192692,76.51,4.65,3.95,34.9,8.08,0.26,broadband,15,331.0,44.0,198.0,224.0,438.0,1594.0
3519071,HORTOLANDIA,SP,SUDESTE,99.6,252.51,235.45,7,93,255.39,256.75,5,95.4,280.5,285.83,4.7,192692,76.51,4.65,3.95,34.9,8.08,0.26,mobile,5,106.0,12.0,52.0,182.0,0.0,0.0
3519105,IACANGA,SP,SUDESTE,100,248.64,230.23,6.9,97.2,279.09,268.12,5.7,89.9,ND,ND,-,10013,76.03,6.9,3.57,37.32,7.63,0.76,broadband,3,0.0,0.0,20.0,0.0,0.0,22.0
3519303,IBATE,SP,SUDESTE,98,255.38,239.04,7,99.6,266.69,267.47,5.5,97.4,282.07,281.13,4.7,30734,73.81,7.33,5.05,15.17,3.98,0.6,broadband,3,22.0,44.0,0.0,0.0,0.0,0.0
3519402,IBIRA,SP,SUDESTE,100,260.99,240.62,7.3,100,299.68,275.66,6.3,87.7,276.92,261.92,4,10896,75.48,8.55,3.88,12.25,0.0,,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
3519402,IBIRA,SP,SUDESTE,100,260.99,240.62,7.3,100,299.68,275.66,6.3,87.7,276.92,261.92,4,10896,75.48,8.55,3.88,12.25,0.0,,mobile,1,0.0,0.0,0.0,0.0,0.0,0.0
3519501,IBIRAREMA,SP,SUDESTE,100,232.02,217.73,6.4,93.3,ND,ND,-,89.1,ND,ND,-,6725,74.03,6.83,6.41,31.21,29.85,1.49,broadband,2,0.0,0.0,0.0,0.0,12.0,0.0
3519600,IBITINGA,SP,SUDESTE,100,250.05,226.13,6.8,97.7,270.08,266.14,5.5,95.2,289.8,289.84,4.9,53158,75.76,5.47,2.33,15.45,13.48,0.54,broadband,8,44.0,38.0,29.0,0.0,28.0,852.0
3519600,IBITINGA,SP,SUDESTE,100,250.05,226.13,6.8,97.7,270.08,266.14,5.5,95.2,289.8,289.84,4.9,53158,75.76,5.47,2.33,15.45,13.48,0.54,mobile,2,108.0,0.0,0.0,36.0,0.0,0.0
3519709,IBIUNA,SP,SUDESTE,96.4,228.35,216.19,6,96.9,266.67,260.73,5.3,94.8,282.21,283.43,4.6,71217,74.91,8.7,8.3,13.78,12.74,0.68,broadband,7,52.0,8.0,8.0,8.0,30.0,100.0
3519709,IBIUNA,SP,SUDESTE,96.4,228.35,216.19,6,96.9,266.67,260.73,5.3,94.8,282.21,283.43,4.6,71217,74.91,8.7,8.3,13.78,12.74,0.68,mobile,2,40.0,0.0,0.0,24.0,0.0,0.0
3519808,ICEM,SP,SUDESTE,97.5,231.69,210.35,6.2,95.3,251.47,249.24,4.8,98.2,258.6,265.47,4.2,7462,73.34,6.92,5.11,33.4,27.27,,mobile,1,0.0,0.0,0.0,20.0,0.0,0.0
3520004,IGARACU DO TIETE,SP,SUDESTE,100,226.5,216.57,6.1,86.1,232.74,233.16,4.2,93.6,262.37,264.88,4.1,23362,75.3,9.52,4.13,7.62,20.76,0.69,broadband,2,2.0,0.0,0.0,0.0,0.0,0.0
3520103,IGARAPAVA,SP,SUDESTE,96.7,231.31,214.72,6.1,93.8,250.86,241.52,4.6,92.6,263.6,269.25,4.1,27952,75.08,8.14,3.15,24.21,0.0,,broadband,3,0.0,0.0,2.0,0.0,0.0,16.0
3520202,IGARATA,SP,SUDESTE,99.4,234.02,216.32,6,97.8,262.23,262.69,5.1,86.1,274.96,275.36,4,8831,76.28,9.96,7.25,12.56,0.0,0.85,broadband,4,4.0,2.0,10.0,0.0,8.0,38.0
3520202,IGARATA,SP,SUDESTE,99.4,234.02,216.32,6,97.8,262.23,262.69,5.1,86.1,274.96,275.36,4,8831,76.28,9.96,7.25,12.56,0.0,0.85,mobile,2,20.0,0.0,0.0,0.0,0.0,0.0
3520301,IGUAPE,SP,SUDESTE,99.7,221.49,209.11,6,99,250.67,248.1,5,96.4,281.44,288.67,4.8,28841,75.84,7.99,18.75,13.5,32.79,0.55,broadband,4,40.0,0.0,18.0,22.0,30.0,177.0
3520301,IGUAPE,SP,SUDESTE,99.7,221.49,209.11,6,99,250.67,248.1,5,96.4,281.44,288.67,4.8,28841,75.84,7.99,18.75,13.5,32.79,0.55,mobile,2,46.0,0.0,0.0,22.0,0.0,0.0
3520400,ILHABELA,SP,SUDESTE,97.3,232.54,219.31,6.3,99.4,262.61,256.17,5.2,98.7,264.32,272.68,4.4,28196,75.56,5.22,4.48,61.0,9.43,0.38,broadband,6,41.0,27.0,38.0,53.0,70.0,170.0
3520400,ILHABELA,SP,SUDESTE,97.3,232.54,219.31,6.3,99.4,262.61,256.17,5.2,98.7,264.32,272.68,4.4,28196,75.56,5.22,4.48,61.0,9.43,0.38,mobile,3,46.0,0.0,0.0,10.0,0.0,0.0
3520426,ILHA COMPRIDA,SP,SUDESTE,100,244.2,227.32,6.8,100,273.49,269.97,5.7,98.9,279.2,292.35,4.9,9025,74.36,5.04,11.23,35.19,6.29,1.26,broadband,4,28.0,24.0,4.0,21.0,50.0,51.0
3520426,ILHA COMPRIDA,SP,SUDESTE,100,244.2,227.32,6.8,100,273.49,269.97,5.7,98.9,279.2,292.35,4.9,9025,74.36,5.04,11.23,35.19,6.29,1.26,mobile,2,10.0,0.0,2.0,2.0,0.0,0.0
3520442,ILHA SOLTEIRA,SP,SUDESTE,99.6,252.86,235.89,6.9,95.8,278.26,270,5.7,93.8,299.91,296.5,5,25064,77.24,4.28,2.58,14.27,0.0,0.35,broadband,6,22.0,4.0,0.0,0.0,42.0,120.0
3520509,INDAIATUBA,SP,SUDESTE,97.6,266.94,246.59,7.4,93.8,273.52,269.17,5.5,94.4,286.14,287.68,4.7,201619,75.22,3.38,1.43,33.1,9.7,0.25,broadband,14,620.0,205.0,216.0,329.0,537.0,3127.0
3520509,INDAIATUBA,SP,SUDESTE,97.6,266.94,246.59,7.4,93.8,273.52,269.17,5.5,94.4,286.14,287.68,4.7,201619,75.22,3.38,1.43,33.1,9.7,0.25,mobile,7,670.0,42.0,126.0,510.0,0.0,0.0
3520608,INDIANA,SP,SUDESTE,100,236.37,225.62,6.6,92.5,287.81,274.01,5.8,94.2,278.45,267.1,4.3,4825,75.56,6.59,4.42,8.07,18.18,,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
3520707,INDIAPORA,SP,SUDESTE,95.9,250.11,237.67,7,94.6,296.09,293.74,6.4,94.4,289.98,267.06,4.4,3903,75.11,11.38,4.6,12.17,0.0,,broadband,5,2.0,9.0,9.0,48.0,30.0,64.0
3520707,INDIAPORA,SP,SUDESTE,95.9,250.11,237.67,7,94.6,296.09,293.74,6.4,94.4,289.98,267.06,4.4,3903,75.11,11.38,4.6,12.17,0.0,,mobile,2,36.0,0.0,0.0,16.0,0.0,0.0
3520905,IPAUSSU,SP,SUDESTE,97.2,242.45,221.1,6.3,99.4,277.6,272.83,5.6,97.9,298.93,299.17,5.3,13663,74.66,7.02,5.14,16.64,15.71,,broadband,4,0.0,0.0,24.0,22.0,2.0,50.0
3520905,IPAUSSU,SP,SUDESTE,97.2,242.45,221.1,6.3,99.4,277.6,272.83,5.6,97.9,298.93,299.17,5.3,13663,74.66,7.02,5.14,16.64,15.71,,mobile,1,0.0,0.0,0.0,16.0,0.0,0.0
3521002,IPERO,SP,SUDESTE,96.5,224.89,208.09,5.8,91.3,260.18,261.44,4.9,96.7,257.57,266.92,4.2,28300,73.86,5.04,7.35,9.26,11.49,0.29,broadband,6,0.0,0.0,0.0,0.0,12.0,52.0
3521101,IPEUNA,SP,SUDESTE,100,253.74,226.65,6.7,100,271.68,263.5,5.6,100,271.16,275.32,4.6,6016,75.7,5.78,3.87,62.16,9.62,,broadband,2,14.0,0.0,0.0,0.0,0.0,2.0
3521150,IPIGUA,SP,SUDESTE,100,237.83,229.41,6.7,98.7,271.28,267.81,5.5,94.5,273.31,276.75,4.5,4463,75.33,6.93,3.51,11.15,0.0,,broadband,2,0.0,0.0,0.0,0.0,4.0,0.0
3521309,IPUA,SP,SUDESTE,100,233.78,208.11,6.1,100,268.55,254.07,5.1,93.9,269.03,268.48,4.2,14148,75.9,9.14,4.06,14.9,10.53,0.53,broadband,2,0.0,0.0,0.0,0.0,0.0,24.0
3521408,IRACEMAPOLIS,SP,SUDESTE,99.6,257.16,240.88,7.2,97.6,276.12,277.85,5.8,90.6,299.42,297.15,4.9,20029,76.76,3.45,2.93,33.71,8.62,,broadband,3,24.0,0.0,0.0,0.0,34.0,24.0
3521408,IRACEMAPOLIS,SP,SUDESTE,99.6,257.16,240.88,7.2,97.6,276.12,277.85,5.8,90.6,299.42,297.15,4.9,20029,76.76,3.45,2.93,33.71,8.62,,mobile,1,24.0,0.0,0.0,0.0,0.0,0.0
3521507,IRAPUA,SP,SUDESTE,96.8,253.12,227.85,6.8,100,274.38,264.96,5.7,99.5,279,269.46,4.6,7275,75.63,10.08,3.8,12.37,12.5,,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
3521606,IRAPURU,SP,SUDESTE,100,258.02,236,7.2,79.7,253.64,253.72,4.7,90.1,295.55,294.96,4.7,7789,75.33,10.28,9.54,6.79,25.0,,broadband,2,22.0,0.0,26.0,0.0,0.0,0.0
3521705,ITABERA,SP,SUDESTE,100,238.73,218.83,6.5,92.7,266.72,258.9,5.3,95.9,277.21,279.67,4.6,17858,73.18,8.68,19.98,21.39,32.26,0.46,broadband,2,0.0,0.0,30.0,0.0,0.0,0.0
3521804,ITAI,SP,SUDESTE,100,231.41,208.16,5.9,96.2,265,258.77,5.3,95,277.96,276.16,4.5,24008,74.77,8.29,8.51,19.47,3.03,1.21,broadband,5,2.0,2.0,0.0,0.0,0.0,95.0
3521804,ITAI,SP,SUDESTE,100,231.41,208.16,5.9,96.2,265,258.77,5.3,95,277.96,276.16,4.5,24008,74.77,8.29,8.51,19.47,3.03,1.21,mobile,1,2.0,2.0,0.0,0.0,0.0,0.0
3521903,ITAJOBI,SP,SUDESTE,100,264.49,236.75,7.3,100,301.17,283.46,6.3,96.3,ND,ND,-,14556,74.94,7.62,1.84,24.46,17.24,0.57,broadband,3,6.0,0.0,0.0,0.0,0.0,0.0
