cod_mun,nom_mun,sig_uf,regiao,tx_aprov_ef_1,saeb_mat_ef_1,saeb_port_ef_1,ideb_ef_1,tx_aprov_ef_2,saeb_mat_ef_2,saeb_port_ef_2,ideb_ef_2,tx_aprov_em,saeb_mat_em,saeb_port_em,ideb_em,populacao,exp_vida,analfabetismo,tx_pobreza,pib_per_capita,mortalidade_inf,maternidade_inf,type,num_operadoras,0_a_2_mbs,2.5_a_5_mbs,6_a_10_mbs,11_a_15_mbs,15_a_25_mbs,acima_25_mbs
2919207,LAURO DE FREITAS,BA,NORDESTE,92.4,204.15,193.82,4.9,88.7,234.65,236.71,3.8,74.5,256.93,263.47,3.3,163449,74.61,4.93,11.45,20.82,13.68,0.7,broadband,21,711.0,210.0,403.0,485.0,681.0,1638.0
2919207,LAURO DE FREITAS,BA,NORDESTE,92.4,204.15,193.82,4.9,88.7,234.65,236.71,3.8,74.5,256.93,263.47,3.3,163449,74.61,4.93,11.45,20.82,13.68,0.7,mobile,4,500.0,96.0,10.0,324.0,0.0,0.0
2919306,LENCOIS,BA,NORDESTE,86.7,204.11,191.78,4.8,89.3,252.84,242.47,4,82.1,ND,ND,-,10368,71.51,18.65,39.34,6.55,17.09,2.56,broadband,2,0.0,0.0,0.0,0.0,0.0,8.0
2919504,LIVRAMENTO DE NOSSA SENHORA,BA,NORDESTE,93.4,224.78,208.05,5.5,93.1,262.52,247.12,4.4,82.2,265.55,259.32,3.5,42693,72.6,21.15,35.73,6.2,6.84,0.68,broadband,7,2.0,0.0,2.0,0.0,18.0,58.0
2919504,LIVRAMENTO DE NOSSA SENHORA,BA,NORDESTE,93.4,224.78,208.05,5.5,93.1,262.52,247.12,4.4,82.2,265.55,259.32,3.5,42693,72.6,21.15,35.73,6.2,6.84,0.68,mobile,1,0.0,0.0,0.0,20.0,0.0,0.0
2919553,LUIS EDUARDO MAGALHAES,BA,NORDESTE,90.7,222.82,217.71,5.3,88.1,268.21,264.39,4.7,78.8,267.76,269.82,3.6,60105,74.53,7.27,10.52,32.49,13.57,0.79,broadband,13,44.0,40.0,129.0,101.0,37.0,55.0
2919553,LUIS EDUARDO MAGALHAES,BA,NORDESTE,90.7,222.82,217.71,5.3,88.1,268.21,264.39,4.7,78.8,267.76,269.82,3.6,60105,74.53,7.27,10.52,32.49,13.57,0.79,mobile,3,24.0,8.0,0.0,2.0,0.0,0.0
2919603,MACAJUBA,BA,NORDESTE,85.4,216.37,198.29,4.6,84.1,229.12,217.09,2.8,89.7,225.68,223.16,2.9,11229,71.81,27.76,54.31,3.98,13.51,0.68,broadband,2,0.0,18.0,0.0,10.0,10.0,20.0
2919603,MACAJUBA,BA,NORDESTE,85.4,216.37,198.29,4.6,84.1,229.12,217.09,2.8,89.7,225.68,223.16,2.9,11229,71.81,27.76,54.31,3.98,13.51,0.68,mobile,2,10.0,10.0,0.0,0.0,0.0,0.0
2919801,MACAUBAS,BA,NORDESTE,90.5,225.27,209.36,5.7,93.5,271.86,261.31,4.8,88.3,265.52,259.94,3.8,47051,72.43,26.44,44.17,4.23,19.93,0.72,broadband,2,0.0,0.0,0.0,0.0,24.0,0.0
2919926,MADRE DE DEUS,BA,NORDESTE,96.8,222.28,208.9,5.3,87.1,ND,ND,-,82.7,271.32,273,3.8,17376,72.64,5.26,22.34,14.62,21.13,0.7,broadband,6,25.0,65.0,31.0,33.0,54.0,0.0
2920007,MAIQUINIQUE,BA,NORDESTE,77.9,218.5,194.92,4.9,60.7,251.51,252.95,3.6,67.9,255.18,257.27,2.8,8782,66.4,26.79,27.36,6.09,19.8,1.98,broadband,2,0.0,0.0,0.0,0.0,2.0,0.0
2920106,MAIRI,BA,NORDESTE,83,194.99,177.28,4.2,80.4,243.15,238.08,3.3,79.9,258.21,264.42,3.4,19326,69.63,24.09,39.5,4.34,19.61,2.45,broadband,2,0.0,20.0,0.0,0.0,0.0,0.0
2920403,MANOEL VITORINO,BA,NORDESTE,91.9,199.14,185.16,4.6,86.3,231.97,232.76,3.6,85.8,257.65,265.96,3.7,14387,69.48,27.81,46.92,5.05,5.15,0.52,broadband,3,0.0,0.0,0.0,14.0,0.0,14.0
2920502,MARACAS,BA,NORDESTE,94.1,202.39,192.33,5,91.6,243.02,248.38,4.1,88.2,265.75,269.77,4,24613,69.8,24.62,39.19,8.77,8.13,1.63,broadband,2,0.0,0.0,0.0,0.0,2.0,0.0
2920601,MARAGOGIPE,BA,NORDESTE,88.9,184.22,171.66,4,93.6,226.27,227.15,3.4,84.1,225.77,228.42,2.8,42815,72.58,22.75,42.63,5.79,11.14,1.11,broadband,2,0.0,38.0,0.0,0.0,0.0,0.0
2920700,MARAU,BA,NORDESTE,76.8,ND,ND,-,81.2,257.32,246.96,3.8,86.8,248.45,259.79,3.6,19101,73.08,25.44,44.19,7.25,8.1,3.24,broadband,3,0.0,1.0,8.0,0.0,4.0,0.0
2921005,MATA DE SAO JOAO,BA,NORDESTE,97.7,224.17,211.75,5.9,97.9,250.01,255.54,4.8,70.3,242.03,252.08,2.7,40183,74.09,11.56,23.45,14.94,18.23,1.26,broadband,13,39.0,26.0,44.0,18.0,4.0,4.0
2921005,MATA DE SAO JOAO,BA,NORDESTE,97.7,224.17,211.75,5.9,97.9,250.01,255.54,4.8,70.3,242.03,252.08,2.7,40183,74.09,11.56,23.45,14.94,18.23,1.26,mobile,2,0.0,0.0,0.0,14.0,0.0,0.0
2921104,MEDEIROS NETO,BA,NORDESTE,80.7,215.9,209.84,4.8,85.2,266.81,274.03,4.1,75.8,270.07,273.56,3.5,21560,71.61,24.08,27.86,8.54,7.55,1.13,broadband,3,0.0,0.0,0.0,0.0,30.0,0.0
2921104,MEDEIROS NETO,BA,NORDESTE,80.7,215.9,209.84,4.8,85.2,266.81,274.03,4.1,75.8,270.07,273.56,3.5,21560,71.61,24.08,27.86,8.54,7.55,1.13,mobile,1,14.0,0.0,0.0,0.0,0.0,0.0
2921203,MIGUEL CALMON,BA,NORDESTE,86.6,217.06,207.78,4.7,86.9,235.34,238.57,3.3,89,270.89,274.68,4.1,26475,69.69,20.42,43.1,5.31,15.96,2.13,broadband,3,0.0,0.0,0.0,0.0,32.0,0.0
2921500,MONTE SANTO,BA,NORDESTE,80.1,196.53,186.79,4.3,86.8,234.42,234.66,3.4,83.9,234.81,241.78,3.1,52338,66.96,35.57,55.01,3.97,20.75,0.83,broadband,3,0.0,0.0,2.0,18.0,0.0,0.0
2921609,MORPARA,BA,NORDESTE,92.5,177.67,164.06,3.9,86.6,224.7,222.78,3.1,85.5,ND,ND,-,8280,68.9,27.64,50.91,4.49,27.78,,broadband,2,0.0,0.0,14.0,0.0,0.0,0.0
2921609,MORPARA,BA,NORDESTE,92.5,177.67,164.06,3.9,86.6,224.7,222.78,3.1,85.5,ND,ND,-,8280,68.9,27.64,50.91,4.49,27.78,,mobile,1,14.0,0.0,0.0,0.0,0.0,0.0
2921708,MORRO DO CHAPEU,BA,NORDESTE,95.9,209.79,204.5,5.4,90.6,247.89,245.7,3.9,73.3,263.25,263.63,3.3,35164,70.98,22.0,43.04,5.41,14.84,1.3,broadband,2,0.0,0.0,0.0,0.0,0.0,14.0
2921807,MORTUGABA,BA,NORDESTE,98.1,239.33,224.69,6.5,84.8,279.53,264.56,4.6,76.2,304.12,302.92,4.3,12477,71.28,26.49,26.65,4.61,8.06,0.81,broadband,2,4.0,0.0,0.0,0.0,0.0,0.0
2921906,MUCUGE,BA,NORDESTE,94.8,223.66,208.3,5.5,88.5,251.33,248.43,4.3,84.6,257.92,250.03,3.5,10545,72.2,19.83,35.14,25.65,23.81,1.19,broadband,3,8.0,0.0,8.0,0.0,0.0,8.0
2922003,MUCURI,BA,NORDESTE,88.4,209.52,200.31,5,78.6,256.73,255.06,3.9,72.7,256.04,261.1,3.1,36026,73.05,18.26,22.95,31.8,10.49,1.65,broadband,4,75.0,12.0,30.0,11.0,48.0,4.0
2922003,MUCURI,BA,NORDESTE,88.4,209.52,200.31,5,78.6,256.73,255.06,3.9,72.7,256.04,261.1,3.1,36026,73.05,18.26,22.95,31.8,10.49,1.65,mobile,2,64.0,0.0,0.0,0.0,0.0,0.0
2922102,MUNDO NOVO,BA,NORDESTE,95.4,217.78,204.14,5.3,99.1,243.72,246.98,4.7,82.5,239.02,242.92,3.1,24395,72.43,22.88,41.77,3.63,16.67,2.08,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
2922201,MUNIZ FERREIRA,BA,NORDESTE,93.8,199.58,189.35,5,100,241.26,239.32,4.5,93.2,255.83,260.17,3.9,7317,70.64,22.54,33.95,4.22,0.0,0.94,broadband,2,0.0,0.0,0.0,0.0,4.0,0.0
2922300,MURITIBA,BA,NORDESTE,79.8,183.86,171.91,4,81.6,214.57,217.92,3.1,76.8,249.58,246.23,3,28899,72.74,16.84,26.53,6.25,14.12,1.41,broadband,2,0.0,0.0,0.0,0.0,26.0,34.0
2922300,MURITIBA,BA,NORDESTE,79.8,183.86,171.91,4,81.6,214.57,217.92,3.1,76.8,249.58,246.23,3,28899,72.74,16.84,26.53,6.25,14.12,1.41,mobile,1,0.0,28.0,0.0,0.0,0.0,0.0
2922409,MUTUIPE,BA,NORDESTE,89,209.25,198.36,4.8,77.9,231.82,224.54,3,63.7,ND,ND,-,21449,70.08,23.48,40.5,6.08,13.25,1.66,broadband,4,14.0,28.0,0.0,0.0,0.0,57.0
2922508,NAZARE,BA,NORDESTE,99.4,201.33,188.49,5.2,98.8,238.81,237.01,4.4,91,236.93,246.34,3.4,27274,71.64,18.43,34.19,5.56,9.23,0.31,broadband,5,89.0,15.0,55.0,43.0,167.0,279.0
2922607,NILO PECANHA,BA,NORDESTE,90,201.57,197.31,4.7,85.5,229.67,234.75,3.3,80.9,ND,ND,-,12530,70.72,26.29,48.88,6.03,15.79,2.63,broadband,3,6.0,0.0,0.0,8.0,0.0,0.0
2922805,NOVA ITARANA,BA,NORDESTE,86.9,226.12,219.41,5.5,94.4,237.72,235.69,3.8,92.2,240.58,244.39,3.5,7435,68.73,30.56,55.04,3.98,26.79,,broadband,2,8.0,0.0,0.0,0.0,0.0,0.0
2922904,NOVA SOURE,BA,NORDESTE,93.4,197.51,183.46,4.7,84.4,235.99,234.36,3.1,75.1,250.71,249.87,3,24136,67.71,31.39,50.39,4.55,23.88,2.09,broadband,3,56.0,30.0,0.0,0.0,7.0,22.0
2923001,NOVA VICOSA,BA,NORDESTE,86.7,212.96,201.12,4.9,89.4,246.39,247.64,3.9,75,248.23,255.53,3,38556,71.77,19.02,26.17,7.15,20.3,1.52,broadband,5,54.0,11.0,47.0,8.0,56.0,22.0
2923001,NOVA VICOSA,BA,NORDESTE,86.7,212.96,201.12,4.9,89.4,246.39,247.64,3.9,75,248.23,255.53,3,38556,71.77,19.02,26.17,7.15,20.3,1.52,mobile,1,28.0,0.0,0.0,0.0,0.0,0.0
2923035,NOVO HORIZONTE,BA,NORDESTE,100,239.96,223.29,6.6,96.8,281.43,285.31,6,86.7,265.08,267.01,3.9,10673,70.42,21.94,46.08,3.77,17.09,,broadband,2,6.0,0.0,0.0,0.0,0.0,0.0
2923100,OLINDINA,BA,NORDESTE,87.9,195.22,182.41,4.4,87.6,241.42,240.34,3.5,67.1,268.98,264.11,3,24943,73.6,29.11,52.64,4.79,17.06,3.41,broadband,2,0.0,0.0,34.0,28.0,0.0,0.0
2923100,OLINDINA,BA,NORDESTE,87.9,195.22,182.41,4.4,87.6,241.42,240.34,3.5,67.1,268.98,264.11,3,24943,73.6,29.11,52.64,4.79,17.06,3.41,mobile,1,30.0,0.0,0.0,0.0,0.0,0.0
2923209,OLIVEIRA DOS BREJINHOS,BA,NORDESTE,94.3,214.2,204.13,5.6,94.2,237.12,232.85,4,77.3,ND,ND,-,21831,69.81,22.08,47.07,4.64,13.84,0.69,broadband,3,0.0,0.0,0.0,0.0,22.0,0.0
2923357,OUROLANDIA,BA,NORDESTE,81.5,187.2,172.3,4.1,85.7,232,236.24,3.5,66,246.25,250.32,2.6,16425,67.03,27.85,44.6,5.62,9.74,3.25,broadband,3,6.0,0.0,0.0,0.0,6.0,6.0
2923704,PARATINGA,BA,NORDESTE,90.7,183.58,177.82,4.2,89.4,243.23,242.77,4,85.3,231.3,242.03,3.1,29504,71.46,24.28,51.6,4.06,21.48,1.19,broadband,2,0.0,0.0,0.0,2.0,0.0,0.0
2923803,PARIPIRANGA,BA,NORDESTE,80,214.77,203.21,4.9,86.4,253.93,246.63,4.1,80.2,268.39,262.73,3.5,27778,68.02,28.07,46.78,6.28,15.04,0.38,broadband,3,0.0,24.0,0.0,0.0,0.0,0.0
2923902,PAU BRASIL,BA,NORDESTE,93,203.19,191.38,5,80.9,229.27,233.07,3.2,87.5,229.03,235.5,3,10852,68.6,28.19,41.5,5.5,29.24,4.09,broadband,4,11.0,44.0,11.0,24.0,65.0,22.0
2924009,PAULO AFONSO,BA,NORDESTE,91.6,215.28,202.96,5.1,93.6,259.58,259.29,4.7,80.9,269.03,274.58,3.7,108396,72.34,16.69,22.69,12.56,18.5,0.98,broadband,8,61.0,5.0,295.0,46.0,216.0,540.0
2924009,PAULO AFONSO,BA,NORDESTE,91.6,215.28,202.96,5.1,93.6,259.58,259.29,4.7,80.9,269.03,274.58,3.7,108396,72.34,16.69,22.69,12.56,18.5,0.98,mobile,1,0.0,0.0,0.0,18.0,0.0,0.0
2924058,PE DE SERRA,BA,NORDESTE,88.7,209.36,190.68,4.9,86,262.07,247.98,4,72.3,275.76,269.82,3.3,13752,71.74,24.36,35.54,4.46,12.12,1.21,broadband,3,16.0,0.0,0.0,2.0,0.0,0.0
2924108,PEDRAO,BA,NORDESTE,95.2,187.57,175.82,4.2,93.9,216.09,216.17,2.9,65.9,229.48,241.69,2.4,6876,71.5,21.88,44.72,3.51,34.48,2.3,broadband,2,0.0,2.0,0.0,0.0,0.0,0.0
2924207,PEDRO ALEXANDRE,BA,NORDESTE,71.7,176.57,163.14,3.6,90.8,244.06,237.58,3.6,88,283.28,273.18,4.3,16995,71.68,40.96,56.17,3.89,17.75,,broadband,2,0.0,8.0,0.0,0.0,0.0,0.0
2924306,PIATA,BA,NORDESTE,98.7,237.62,228.46,6.6,89.7,260.99,255.78,4.7,86,269.01,267.81,3.9,17982,71.16,23.74,46.46,4.22,16.19,,broadband,4,0.0,0.0,10.0,1.0,0.0,10.0
2924306,PIATA,BA,NORDESTE,98.7,237.62,228.46,6.6,89.7,260.99,255.78,4.7,86,269.01,267.81,3.9,17982,71.16,23.74,46.46,4.22,16.19,,mobile,1,0.0,2.0,0.0,0.0,0.0,0.0
2924405,PILAO ARCADO,BA,NORDESTE,76.6,198.64,177.94,4,85.5,231.32,231.4,3.3,96.5,ND,ND,-,32860,69.19,30.09,55.56,3.88,18.06,1.15,broadband,2,0.0,0.0,0.0,50.0,0.0,0.0
2924504,PINDAI,BA,NORDESTE,93.1,205.22,186.86,4.9,73,249.16,239.9,3.6,81.4,259.58,251.09,3.3,15628,71.64,23.8,31.53,6.58,11.43,0.57,broadband,2,2.0,0.0,0.0,0.0,0.0,0.0
2924603,PINDOBACU,BA,NORDESTE,91,206.99,196.76,5,92.3,223.81,223.75,3.3,76.5,260.71,258.74,3.3,20121,70.4,24.68,46.36,3.83,22.39,1.87,broadband,2,0.0,0.0,20.0,0.0,0.0,0.0
2924702,PIRIPA,BA,NORDESTE,96.8,251.34,235.65,6.6,100,288.31,274.6,5.3,86.6,289.11,285.51,4.3,12783,71.1,25.41,41.13,3.67,0.0,,broadband,4,15.0,0.0,0.0,0.0,0.0,10.0
2924801,PIRITIBA,BA,NORDESTE,90.8,204.93,194.39,4.8,79.3,241.51,231.86,3.4,65.8,250.42,266.36,2.8,22399,70.61,21.63,42.43,3.84,8.03,1.61,broadband,2,0.0,0.0,0.0,0.0,12.0,12.0
2925006,PLANALTO,BA,NORDESTE,90.7,222.24,209.54,5.4,78.5,255.21,255.42,3.5,72.6,278.25,286.11,3.6,24481,69.25,29.46,37.1,5.54,13.42,0.67,broadband,3,0.0,0.0,26.0,13.0,26.0,0.0
2925006,PLANALTO,BA,NORDESTE,90.7,222.24,209.54,5.4,78.5,255.21,255.42,3.5,72.6,278.25,286.11,3.6,24481,69.25,29.46,37.1,5.54,13.42,0.67,mobile,1,26.0,0.0,0.0,0.0,0.0,0.0
2925105,POCOES,BA,NORDESTE,87.8,213.61,199.92,5,86.6,249.91,247.26,4.1,82.5,267.34,266.88,3.7,44701,72.85,26.93,38.45,6.38,15.63,0.78,broadband,5,34.0,0.0,4.0,4.0,0.0,58.0
2925105,POCOES,BA,NORDESTE,87.8,213.61,199.92,5,86.6,249.91,247.26,4.1,82.5,267.34,266.88,3.7,44701,72.85,26.93,38.45,6.38,15.63,0.78,mobile,1,34.0,0.0,0.0,0.0,0.0,0.0
2925204,POJUCA,BA,NORDESTE,95.4,225.1,215.17,5.7,92.5,243.65,244.11,3.7,75.6,263.17,264.58,3.4,33066,74.14,9.32,21.62,13.99,17.58,1.54,broadband,6,77.0,0.0,27.0,0.0,15.0,95.0
2925303,PORTO SEGURO,BA,NORDESTE,85.8,208.84,195.51,4.8,83.5,243.18,245.07,3.6,73.2,253.45,259.24,3.2,126929,73.05,11.98,19.78,11.36,13.74,1.48,broadband,15,559.0,22.0,324.0,167.0,230.0,681.0
2925303,PORTO SEGURO,BA,NORDESTE,85.8,208.84,195.51,4.8,83.5,243.18,245.07,3.6,73.2,253.45,259.24,3.2,126929,73.05,11.98,19.78,11.36,13.74,1.48,mobile,2,146.0,0.0,0.0,52.0,0.0,0.0
2925402,POTIRAGUA,BA,NORDESTE,88.5,197.37,179.75,4.4,89.8,228.09,230.52,3.6,85.3,233.65,244.03,3.1,9810,70.23,22.35,27.83,6.17,17.86,1.79,broadband,3,9.0,0.0,18.0,54.0,16.0,20.0
2925501,PRADO,BA,NORDESTE,86.2,197.12,185.49,4.4,84.7,249.6,251.91,3.7,71.2,259.7,263.3,3.1,27627,72.03,19.9,29.81,9.45,13.57,2.04,broadband,7,0.0,49.0,30.0,14.0,12.0,26.0
2925501,PRADO,BA,NORDESTE,86.2,197.12,185.49,4.4,84.7,249.6,251.91,3.7,71.2,259.7,263.3,3.1,27627,72.03,19.9,29.81,9.45,13.57,2.04,mobile,2,46.0,0.0,0.0,0.0,0.0,0.0
2925709,PRESIDENTE JANIO QUADROS,BA,NORDESTE,89.6,204.47,183.29,4.5,81.4,ND,ND,-,84.8,266.53,266.7,3.8,13652,71.29,34.02,49.92,3.67,13.89,1.39,broadband,4,0.0,0.0,15.0,27.0,7.0,0.0
2925758,PRESIDENTE TANCREDO NEVES,BA,NORDESTE,84.1,210.81,196.48,4.9,88.2,244.18,238.12,3.6,80.5,ND,ND,-,23846,68.63,29.15,42.47,5.28,15.38,1.28,broadband,4,12.0,12.0,14.0,6.0,0.0,0.0
2925907,QUIJINGUE,BA,NORDESTE,80.4,188.45,171.52,4.2,84,230,226.52,3.2,84.8,243,245.21,3.2,27228,66.36,34.47,50.84,4.53,11.02,1.65,broadband,3,10.0,6.0,0.0,0.0,0.0,0.0
2925931,QUIXABEIRA,BA,NORDESTE,99.2,206.96,197.27,5.4,99,260.86,253.3,5,77.7,ND,ND,-,9554,70.19,30.83,44.39,4.18,0.0,1.04,broadband,2,0.0,0.0,0.0,0.0,10.0,0.0
2925956,RAFAEL JAMBEIRO,BA,NORDESTE,85.8,189.73,176.15,4.5,91.6,242.95,243.84,4,87.5,254.03,254.29,3.6,22874,71.06,29.78,45.52,5.92,14.39,,broadband,3,0.0,0.0,10.0,4.0,0.0,0.0
2926004,REMANSO,BA,NORDESTE,83.6,204.35,192.87,4.3,86.2,241.11,244.07,3.7,87.5,253.51,255.51,3.6,38957,70.41,27.45,42.6,4.98,7.46,1.79,broadband,2,0.0,0.0,0.0,0.0,0.0,44.0
2926103,RETIROLANDIA,BA,NORDESTE,95.4,200.24,183.13,4.8,84,249.04,248.66,3.7,77.2,259.14,266.14,3.3,12055,71.36,19.21,31.79,5.27,4.61,0.46,broadband,4,2.0,18.0,28.0,32.0,28.0,72.0
2926301,RIACHAO DO JACUIPE,BA,NORDESTE,92.6,204.31,192.91,4.8,85.2,239.31,240.43,3.6,71.8,261.48,258.42,3,33172,70.29,17.98,28.11,6.22,16.71,0.24,broadband,6,70.0,0.0,48.0,56.0,66.0,49.0
2926400,RIACHO DE SANTANA,BA,NORDESTE,93.1,216.9,205.69,5.5,94.6,266.54,264.86,4.8,83.6,267.52,264.78,3.7,30646,70.82,27.54,43.0,4.43,7.96,1.06,broadband,3,36.0,0.0,0.0,0.0,38.0,0.0
2926509,RIBEIRA DO AMPARO,BA,NORDESTE,86.3,184.01,175.97,4.2,95.4,248.92,257.98,4.4,80.7,234.13,252.79,3,14276,66.66,35.59,55.7,6.98,10.42,0.52,broadband,2,2.0,0.0,0.0,0.0,0.0,0.0
2926608,RIBEIRA DO POMBAL,BA,NORDESTE,95.4,227.87,212.42,5.8,89.1,266.1,266.34,4.7,73,255.06,260.36,3.1,47518,67.25,26.34,34.79,6.18,13.28,1.2,broadband,3,40.0,24.0,56.0,0.0,78.0,29.0
2926608,RIBEIRA DO POMBAL,BA,NORDESTE,95.4,227.87,212.42,5.8,89.1,266.1,266.34,4.7,73,255.06,260.36,3.1,47518,67.25,26.34,34.79,6.18,13.28,1.2,mobile,1,34.0,0.0,0.0,0.0,0.0,0.0
2926707,RIO DE CONTAS,BA,NORDESTE,90.8,211.96,197.27,5.1,84.4,254.45,250.73,4.5,94.5,281.62,275.71,4.5,13007,71.01,20.04,32.97,5.36,24.39,,broadband,2,0.0,0.0,0.0,0.0,0.0,26.0
2926806,RIO DO ANTONIO,BA,NORDESTE,98.4,215.34,203.31,5.3,93.6,251.19,242.39,4,83.6,287.51,280.98,4.2,14815,69.38,28.44,39.43,4.13,14.6,0.73,broadband,3,0.0,0.0,0.0,3.0,16.0,0.0
2927101,RODELAS,BA,NORDESTE,86.1,199.8,191.29,4.7,94.3,246.8,248.06,3.8,79.8,265.03,263.55,3.5,7775,72.41,22.16,43.13,6.9,15.54,1.04,broadband,3,0.0,0.0,0.0,4.0,42.0,14.0
2927200,RUY BARBOSA,BA,NORDESTE,89.8,199.13,190.19,4.8,94.2,230.83,228.81,3.6,74,240.74,243.78,2.9,29887,71.18,22.69,39.83,6.55,19.52,0.43,broadband,3,16.0,6.0,6.0,80.0,4.0,28.0
2927200,RUY BARBOSA,BA,NORDESTE,89.8,199.13,190.19,4.8,94.2,230.83,228.81,3.6,74,240.74,243.78,2.9,29887,71.18,22.69,39.83,6.55,19.52,0.43,mobile,1,30.0,0.0,0.0,0.0,0.0,0.0
2927309,SALINAS DA MARGARIDA,BA,NORDESTE,87.4,216.3,204.53,5.1,88.7,227.9,240.74,3.8,76.6,231.08,238.25,2.7,13456,68.74,12.04,41.93,7.14,18.87,0.63,broadband,2,12.0,0.0,0.0,0.0,0.0,0.0
2927408,SALVADOR,BA,NORDESTE,93.7,216.66,206.86,5.6,84.3,238.21,238.57,3.7,73.3,260.16,264.87,3.1,2675656,75.1,3.97,11.35,13.81,14.56,0.61,broadband,83,17686.0,10927.0,21167.0,14362.0,19933.0,52357.0
2927408,SALVADOR,BA,NORDESTE,93.7,216.66,206.86,5.6,84.3,238.21,238.57,3.7,73.3,260.16,264.87,3.1,2675656,75.1,3.97,11.35,13.81,14.56,0.61,mobile,8,10826.0,1694.0,1956.0,9808.0,0.0,0.0
2927507,SANTA BARBARA,BA,NORDESTE,88.1,187.28,174.34,4.1,82.9,233.24,232.17,3,73.7,ND,ND,-,19064,71.5,22.23,43.86,4.86,32.26,,broadband,2,8.0,0.0,0.0,0.0,0.0,0.0
2927606,SANTA BRIGIDA,BA,NORDESTE,84.1,220.2,203.38,4.7,92.9,270.34,261.92,4.3,68.9,ND,ND,-,15060,67.58,34.08,51.75,4.29,10.81,2.7,broadband,2,26.0,14.0,24.0,2.0,0.0,14.0
2927606,SANTA BRIGIDA,BA,NORDESTE,84.1,220.2,203.38,4.7,92.9,270.34,261.92,4.3,68.9,ND,ND,-,15060,67.58,34.08,51.75,4.29,10.81,2.7,mobile,1,12.0,0.0,0.0,0.0,0.0,0.0
2927705,SANTA CRUZ CABRALIA,BA,NORDESTE,88.6,198.88,194.66,4.8,87.9,234.82,233.9,3.7,78.3,239.46,253.5,3,26264,72.03,15.81,35.33,7.94,11.24,1.35,broadband,7,0.0,2.0,9.0,18.0,10.0,7.0
2927705,SANTA CRUZ CABRALIA,BA,NORDESTE,88.6,198.88,194.66,4.8,87.9,234.82,233.9,3.7,78.3,239.46,253.5,3,26264,72.03,15.81,35.33,7.94,11.24,1.35,mobile,1,0.0,0.0,0.0,14.0,0.0,0.0
2927804,SANTA CRUZ DA VITORIA,BA,NORDESTE,85,201.52,192.46,4.7,90,240.31,234.96,4.1,83.5,255.37,273.33,3.7,6673,72.17,24.61,40.13,5.41,14.93,,broadband,3,0.0,0.0,0.0,0.0,10.0,10.0
2927903,SANTA INES,BA,NORDESTE,98.6,197.32,187.28,5,94.4,236.39,246.23,4.4,91.1,281.25,286.15,4.5,10363,67.25,28.26,36.1,3.94,0.0,,broadband,3,26.0,20.0,0.0,0.0,0.0,0.0
2928000,SANTALUZ,BA,NORDESTE,91.6,187.1,178.53,4.7,92.5,239.53,234.74,3.9,74.6,243.52,246.75,3,33838,70.82,23.37,38.74,5.76,8.15,1.22,broadband,3,0.0,0.0,28.0,0.0,26.0,18.0
2928109,SANTA MARIA DA VITORIA,BA,NORDESTE,87.6,210.83,196.8,4.9,88.6,248.42,245.87,3.9,84.8,255.92,257.31,3.6,40309,70.49,23.97,34.68,6.52,16.63,1.04,broadband,3,0.0,0.0,0.0,0.0,0.0,38.0
2928208,SANTANA,BA,NORDESTE,93.8,198.4,189.33,5,95.4,222.83,222.9,3.7,88.6,250.26,254.96,3.6,24750,71.58,25.72,38.45,5.19,12.5,0.94,broadband,3,0.0,0.0,28.0,0.0,0.0,26.0
2928406,SANTA RITA DE CASSIA,BA,NORDESTE,92.8,203.25,182.53,4.6,91.6,235.55,239.86,4.1,86,231.86,232.52,3,26250,70.93,21.04,46.85,5.65,25.13,1.01,broadband,2,20.0,0.0,0.0,0.0,0.0,0.0
2928505,SANTA TERESINHA,BA,NORDESTE,91.1,207.03,192.48,4.8,95.5,250.69,238.99,4.4,93.4,264.13,257.04,4,9648,73.24,25.36,45.32,4.51,0.0,0.93,broadband,2,0.0,2.0,0.0,0.0,0.0,0.0
2928604,SANTO AMARO,BA,NORDESTE,84.7,203.34,194.45,4.7,77.8,215.11,221.72,2.9,69.4,245.67,248.61,2.8,57800,71.29,12.66,28.8,8.11,17.86,1.49,broadband,4,14.0,0.0,62.0,44.0,0.0,6.0
2928703,SANTO ANTONIO DE JESUS,BA,NORDESTE,86.2,200.68,190.65,4.8,81.9,246.72,244.91,3.9,82.1,270.36,276.45,4,90985,73.92,12.35,17.91,13.57,11.32,0.35,broadband,8,715.0,122.0,334.0,507.0,401.0,1104.0
2928703,SANTO ANTONIO DE JESUS,BA,NORDESTE,86.2,200.68,190.65,4.8,81.9,246.72,244.91,3.9,82.1,270.36,276.45,4,90985,73.92,12.35,17.91,13.57,11.32,0.35,mobile,3,186.0,98.0,98.0,290.0,0.0,0.0
2928802,SANTO ESTEVAO,BA,NORDESTE,87.7,197.28,183.49,4.3,88.4,238.08,234.05,3.3,81.1,246.35,241.28,3.1,47880,73.47,21.48,32.34,9.11,14.49,0.92,broadband,6,49.0,14.0,37.0,146.0,17.0,58.0
2928802,SANTO ESTEVAO,BA,NORDESTE,87.7,197.28,183.49,4.3,88.4,238.08,234.05,3.3,81.1,246.35,241.28,3.1,47880,73.47,21.48,32.34,9.11,14.49,0.92,mobile,2,68.0,0.0,0.0,0.0,0.0,0.0
